image_id,question,question_id,question_type,answer_type,multiple_choice_answer,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,answer_10,explanation_1,explanation_2,explanation_3
180653,Is the woman afraid to be alone?,180653002,is the woman,yes/no,no,"('yes', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'maybe')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')",she is prepared for the wilderness.,she is brave and skiing in the mountains,she seems to be smiling and happy.
182417,Is this healthy?,182417004,is this,yes/no,no,"('yes', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",ice cream is full of calories,"it's a dessert, with ice cream and lots of sugar.",it is a sugary dessert topped with ice cream.
89027,Is this a social event?,89027001,is this a,yes/no,yes,"('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",there are people of all ages playing together.,there are young and old people playing soccer.,there are a lot of people playing soccer.
74853,Is this an event?,74853003,is this an,yes/no,yes,"('no', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",people are watching the athletes and taking pictures.,people are gather around watching,there are people watching a man skateboard.
368367,Is this person happy?,368367005,is this person,yes/no,yes,"('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",she is smiling right now.,she has a big smile on her face,they are smiling very large.
256575,Would a vegetarian eat this?,256575000,none of the above,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",A dish of raw vegetables and fruit is perfect for a vegetarian.,there is no meat and plenty of fruit and vegetables,it is all vegetables and fruit
554255,What season is it?,554255000,what,other,summer,"('spring', 'maybe')","('spring', 'yes')","('summer', 'maybe')","('summer', 'yes')","('summer', 'yes')","('summer', 'yes')","('summer', 'yes')","('summer', 'yes')","('summer', 'yes')","('summer', 'yes')",everyone is wearing shorts and short sleeved shirts,it is very bright outside and the trees are full of leaves.,the color of the leaves is green
353149,What animal is this?,353149001,what animal is,other,cat,"('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","('cat', 'yes')","it is furry, has pointed ears, and a long tail.",it has a long tail and whiskers.,"it has four legs, a long tail, and resembles a tiger."
146457,What are they making?,146457001,what are,other,pizza,"('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')","('pizza', 'yes')",dough is stretched out on the pan,"there is pizza crust, tomato sauce, and cheese on a silver tray.",they are putting cheese on rolled out dough
116083,What are the people doing?,116083004,what are the,other,walking,"('walking', 'yes')","('walking', 'yes')","('walking', 'yes')","('walking', 'yes')","('walking', 'yes')","('fleeing', 'yes')","('evacuating', 'yes')","('walking', 'yes')","('walking', 'yes')","('walking', 'yes')",There are no buses or taxis to transport the people.,Their legs are forward and feet are not touching the ground.,they are headed across the street
119026,What brand of phone is this?,119026001,what brand,other,lg,"('lg', 'yes')","('lg', 'yes')","('flip phone', 'maybe')","('lg', 'yes')","('lg', 'yes')","('lg', 'yes')","('lg', 'yes')","('lg', 'no')","('lg', 'yes')","('lg', 'yes')",the logo is on the top.,the logo is on the phone.,the logo is visible across the phone.
261603,What does the shadow in the background appear to be doing?,261603000,what does the,other,texting,"('looking at cell phone while walking', 'yes')","('standing', 'yes')","('texting', 'maybe')","('texting', 'yes')","('texting', 'yes')","('texting', 'yes')","('texting', 'yes')","('texting', 'yes')","('texting', 'yes')","('texting', 'yes')",he is holding a phone in his hands,it is looking at a phone.,he's looking down at his phone.
314812,What is she doing?,314812001,what is,other,playing wii,"('playing wii', 'yes')","('playing wii', 'yes')","('playing wii', 'yes')","('playing nintendo wii', 'yes')","('playing wii', 'yes')","('playing wii', 'yes')","('playing wii', 'yes')","('playing wii', 'yes')","('playing wii', 'yes')","('playing game', 'yes')",she is holding a wii controller bowling,she has a rectangular controller in her hand.,the woman is moving her arm and body while grasping a game remote connected to a screen
467197,What is the floor made of?,467197000,what is the,other,wood,"('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')","('wood', 'yes')",The wooden planks are an excellent flooring material.,it is brown and has wood markings on it.,wood comes in shades of brown and has grain that can be seen
530520,What is the man sitting on?,530520006,what is the man,other,grass,"('grass', 'yes')","('grass', 'yes')","('grass', 'yes')","('grass', 'yes')","('ground', 'yes')","('grass', 'yes')","('grass', 'yes')","('grass', 'yes')","('grass', 'yes')","('ground', 'yes')",grass is a soft surface found outdoors,the blades are pointed upwards and they are green.,The man are gathered on a grass field with a laptop.
508605,What is the person doing?,508605001,what is the person,other,skateboarding,"('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('walking', 'maybe')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')",he is on top of a board with wheels.,he is leaping into the air on a board.,he is jumping in the air on a skateboard
114579,What is the woman doing?,114579003,what is the woman,other,skiing,"('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')",she is on skis in the snow,she is holding ski poles and wearing skis,she is racing on a pair of skis with poles in her hands
368459,What is this person sitting on?,368459002,what is this,other,ski lift,"('ski lift', 'yes')","('lift', 'yes')","('ski lift', 'yes')","('ski lift', 'yes')","('ski lift', 'maybe')","('ski lift', 'yes')","('moving car', 'yes')","('ski lift', 'maybe')","('chair', 'yes')","('ski lift', 'yes')",Two people on wearing skis are ascending a snow covered hill in a chair.,they are outside over a snowy hill,ski lifts lift people from the bottom of the slope to the top
150989,What kind of scene is this?,150989001,what kind of,other,beach,"('beach', 'maybe')","('beach', 'maybe')","('beach', 'yes')","('beach', 'yes')","('beach', 'yes')","('beach', 'yes')","('lakeside', 'maybe')","('beach', 'yes')","('shoreline', 'yes')","('beach', 'yes')",There is a stretch of sand where the water meets the shore.,people in shorts are standing in the sand as waves lap the shore,everyone is outside along the ocean and standing on the sand.
108548,What room is this?,108548002,what room is,other,bathroom,"('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('toilet', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')",there is a sink and toilet.,there is a toilet and a bidet along the wall.,"There are toilets on one side, sinks, a mirror, and blow dryer on the wall."
350721,What sport is the man playing?,350721002,what sport is,other,frisbee,"('ultimate frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')",The man is diving and reaching for a frisbee as another man falls behind him.,he is reaching for a frisbee disc.,the player in blue just dove to catch the white frisbee.
87889,What time of year is this?,87889003,what time,other,winter,"('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')","('winter', 'yes')",there is snow on the ground and people are skiing.,white snow is on the ground.,A few inches of snow sits on the ground as two people ski across it.
355179,What type of video game controller is the girl holding?,355179004,what type of,other,wii,"('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wi', 'maybe')","('wii', 'yes')","('wii', 'yes')","('wii', 'yes')","('wii', 'yes')",it is a white movement controller.,she is holding a wii controller.,it is a white rectangular controller
348447,Where is the picture taken?,348447002,where is the,other,kitchen,"('kitchen', 'yes')","('kitchen', 'yes')","('restaurant kitchen', 'yes')","('commercial kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')","('kitchen', 'yes')",there are chefs preparing food.,there are cooks and food present.,a chef is preparing food.
156572,Which room is this?,156572002,which,other,living room,"('living room', 'yes')","('living', 'yes')","('living room', 'yes')","('front room', 'maybe')","('game', 'maybe')","('living room', 'yes')","('living room', 'yes')","('living room', 'yes')","('living room', 'yes')","('living room', 'yes')",carpeting is used in living rooms to make it more cozy,the boys are playing video games and there is a couch,The couch sits by the window with an end table beside it.
542681,Who is the car company who sponsors this event?,542681004,who is,other,kia,"('kia', 'yes')","('kia', 'yes')","('kia', 'yes')","('kia', 'yes')","('kia', 'yes')","('kia', 'maybe')","('kia', 'yes')","('kia', 'yes')","('kia', 'yes')","('kia', 'yes')","the sign on the wall says, KIA Motors.",There is a giant kia motors logo posted on the stands.,On the banner are the words KIA MOTOR.
458387,Is the water deep?,458387005,is the,yes/no,yes,"('yes', 'maybe')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')",The large sailing ship needs deep water to float.,the harbor needs a deep draft for the large ships,boats can only float in deep water
40018,Which room is this?,40018002,which,other,living room,"('living', 'yes')","('living room', 'yes')","('living room', 'yes')","('living room', 'yes')","('living room', 'yes')","('living room', 'maybe')","('living room', 'yes')","('living room', 'yes')","('living room', 'yes')","('living room', 'yes')",ample seating lines the wall,decorative trinkets are everywhere surrounding seating,There are many places to sit on either the grey sofa or beige chairs.
184698,Is the front giraffe's eyes open or closed?,184698000,is the,other,open,"('open', 'yes')","('open', 'yes')","('close', 'yes')","('open', 'yes')","('open', 'yes')","('open', 'yes')","('open', 'yes')","('open', 'yes')","('open', 'yes')","('open', 'yes')",the eye lids are open and you can see the eye ball.,you can see it's eyeballs.,The lids are not down.
313359,What breed of horse is this?,313359007,what,other,clydesdale,"('clydesdale', 'yes')","('clydesdale', 'yes')","('clydesdale', 'yes')","('clydesdale', 'yes')","('belgian', 'yes')","('clydesdale', 'yes')","('clydesdale', 'yes')","('royal', 'no')","('clydesdale', 'maybe')","('clydesdale', 'yes')",of the tall height of the horse.,It has thick white fur around its hooves.,it has lots of hair on it hoof area
200234,What are the people doing?,200234001,what are the,other,playing frisbee,"('playing frisbee', 'yes')","('playing frisbee', 'yes')","('carrying sandbags', 'maybe')","('playing frisbee', 'yes')","('playing frisbee', 'yes')","('playing frisbee', 'yes')","('playing frisbee', 'maybe')","('collecting rocks', 'maybe')","('dancing', 'yes')","('playing frisbee', 'yes')",He is catching a purple disc between his legs,he is holding a round disc,a boy is standing outdoors with a frisbee in hand.
256195,Is the train moving?,256195002,is the,yes/no,yes,"('yes', 'maybe')","('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('yes', 'yes')","('no', 'yes')","('no', 'maybe')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')",it is not at the end of the tracks,It has no passengers cars to pick up people.,it is on railroad tracks
76460,What kind of animals are these?,76460001,what kind of,other,elephants,"('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')","('elephants', 'yes')",they have long trunks. big floppy ears and weigh a ton.,They are large with long trunks.,"they are large, gray, wrinkly animals with long trunks"
543836,What did he most likely fall asleep doing?,543836002,what,other,reading,"('petting cat', 'yes')","('reading', 'yes')","('reading', 'yes')","('reading', 'yes')","('reading', 'yes')","('reading', 'yes')","('reading', 'yes')","('reading', 'maybe')","('reading', 'yes')","('reading', 'yes')",there is a book laying open next to him.,There is a book upside down on the other side of the bed.,There is an opened book next to him.
192406,What type of station is this?,192406000,what type of,other,bus,"('bus', 'yes')","('bus', 'yes')","('bus', 'maybe')","('bus', 'yes')","('bus', 'yes')","('bus', 'yes')","('bus station', 'yes')","('bus', 'yes')","('bus', 'yes')","('bus', 'yes')",There are four buses that look the same and a big building with many people going back and forth.,many people can fit on the vehicle,there are four buses in the parking lot.
262531,What is the man in the hat doing?,262531001,what is the man,other,skateboarding,"('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')",he's riding on a skateboard,He is bent low atop a board with wheels.,He is riding on a skateboard.
26967,Where was this taken?,26967003,none of the above,other,airport,"('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('at baggage claim in airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')","('airport', 'yes')",People are standing around a baggage claim waiting for bags,the people are at a luggage carousel,they are waiting for their luggage to come off the plane.
505240,Would a vegetarian eat this?,505240001,none of the above,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",A meatless dish is an excellent choice for a vegetarian.,there is no meat in the dish.,the food in the image is made of vegetables
124116,Does the cat look loved?,124116002,does the,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",it is laying in a nice soft bed,Someone made him a bed with a comfortable pillow and sweater.,he is sleeping on a pillow.
297078,What is the person doing?,297078003,what is the person,other,skiing,"('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'maybe')","('downhill skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')","('skiing', 'yes')",the person is using equipment specialized for heading down a snowy slope.,he is holding ski poles and standing on skis on a snowy trail,the person is wearing skis on his feet and holding ski poles while facing a downhill slope.
318130,What sport is this?,318130001,what sport is,other,baseball,"('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')","('baseball', 'yes')",there is a person holding a baseball preparing to swing while a person throws a ball at him.,A child is posing with a bat near an umpire.,the players are wearing baseball helmets and holding bats
21688,What are the three poles in front of the building used for?,21688003,what are the,other,flags,"('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flags', 'yes')","('flag poles', 'yes')","('flags', 'yes')","('flags', 'yes')",they are large metal poles in front of a house,They have ropes to hang items on.,they are long flag poles.
376185,Is it summertime?,376185002,is it,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('yes', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",there are no leaves on the trees.,there are no leaves on the trees,the trees have no leaves on them.
515577,Is it cold?,515577000,is it,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","they are dressed in winter clothes, walking through snow on skis.",there is a lot of snow on the ground.,there is snow on the ground a people are wearing heavy coats.
14869,Should this bench be repainted?,14869000,none of the above,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('yes', 'yes')","('no', 'yes')",the paint still looks good,it is still coated in green paint.,The green paint does not appear to have any fading or chips.
112240,Is this a lake?,112240002,is this a,yes/no,yes,"('no', 'yes')","('yes', 'maybe')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The other shoreline is seen in the distance.,You can see boats out across the shore line and the other side as well.,boats are floating on a body of water surrounded by land.
522106,Does the dog have blue eyes?,522106001,does the,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the dog has brown eyes,his eyes are actually brown.,the eye is dark in color.
514116,What type of room is this?,514116001,what type of,other,bathroom,"('bathroom', 'yes')","('bathroom', 'maybe')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')",there is a toilet in the middle.,There is a urinal on the floor.,there is a toilet in the floor and a faucet.
362712,Is this a modern picture?,362712002,is this a,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",The teens are wearing modern clothing.,Two boys are playing wii and are wearing modern clothing.,the men are holding video game controllers.
149550,What room of the home is this?,149550001,what,other,bathroom,"('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')","('bathroom', 'yes')",there is a vanity mirror above a sink and counter,there's a bathroom sink and mirror,there is a sink and a bar of soap.
339703,What activity is this person doing?,339703001,what,other,skateboarding,"('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skateboarding', 'yes')","('skating', 'yes')","('skateboarding', 'yes')",they are riding on a skateboard and doing tricks.,he is balancing on two wheels of a skateboard.,He is doing a trick on a skateboard on top of a platform.
229207,What sport are they playing?,229207001,what,other,tennis,"('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennis', 'yes')","('tennessee', 'yes')",they are holding tennis rackets in their hands,They are both holding rackets and they are on a court with a net in the middle that is on the ground.,they are on a tennis court holding tennis rackets.
493652,What holiday season is it?,493652001,what,other,christmas,"('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')","('christmas', 'yes')",there is a Christmas tree in the corner.,there is a Christmas tree and garland in the room.,There is a trimmed tree in the corner.
433059,Is the person female?,433059002,is the person,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",She has long hair and a feminine build.,she has her hair up in a bun.,they have feminine face.
105683,Is this a hotel room?,105683000,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","The room has a full stove and oven and a large refrigerator, so it is probably a home kitchen.",The large kitchen includes a full size oven and stove.,The room contains a gas stove.
403078,What kind of outfit is the man wearing?,403078001,what kind of,other,wetsuit,"('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('wetsuit', 'yes')","('swim', 'yes')",it is slick black material that covers his body snugly and he is carrying a surfboard,he is preparing to go surfing.,it looks water resistant and sheen.
151742,Where was this picture taken?,151742017,none of the above,other,church,"('dedication', 'yes')","('church', 'yes')","('church', 'maybe')","('church', 'yes')","('church', 'yes')","('church', 'yes')","('church', 'yes')","('in church', 'maybe')","('church', 'yes')","('church', 'yes')",the window is in a cathedral design.,the baby is being baptized.,There are pews in the building and stained glass windows.
418109,Is this a rural scene?,418109000,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'maybe')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')",the ground is covered in cement,there is a large building with statues and pedestrians.,there are tall buildings all around and there are streets with cars.
314356,What sport is being played?,314356007,what sport is,other,frisbee,"('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')","('frisbee', 'yes')",he is pitching the frisbee,The man in sunglasses is throwing a Frisbee.,there is a blue frisbee flying through the air that has just been thrown by the man.
576084,What animal is shown?,576084012,what animal is,other,cow,"('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')","('cow', 'yes')",A man is milking the brown cow's udders.,it is a big animal the man is milking,cows are milked in stalls
156126,Is this an example of superb engineering?,156126002,is this an,yes/no,yes,"('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('no', 'maybe')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')","('yes', 'yes')",the jet can fly really fast.,This is a high level fighter jet flying into the sky.,it is a sophisticated jet.
161187,Is this a passenger train?,161187003,is this a,yes/no,no,"('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('no', 'yes')","('yes', 'yes')",the only two cars on the train are a storage container and engine car,it is a freight train.,this train is carrying cargo.
